CurrentDate,Temp1,Temp2,Temp3,Temp4,avgTemp,Hum1,Hum2,Hum3,Hum4,avgHum,Wind1,Wind2,Wind3,Wind4,avgWind,Rain,7DayAvgRain,7DayAvgTemp,7dayAvgHum,7DayAvgWind,Location,Fire
10/29/2011,10,19,26,17,18,81,60,25,57,55.75,0.621,4.35,6.214,3.107,3.573,0,0,18.42857143,59.21428571,4.801047619,Ramona,0
10/30/2011,13,22,26,17,19.5,74,66,32,72,61,1.243,0,3.107,0,2.175,0,0,18.10714286,57.46428571,4.756690476,Ramona,0
10/31/2011,11,22,26,18,19.25,89,70,39,78,69,0,1.864,3.728,0,2.796,0,0,18.03571429,56.5,4.64572619,Ramona,0
11/01/2011,16,19,23,19,19.25,41,29,14,18,25.5,12.428,21.128,24.857,16.778,18.79775,0,0,18.14285714,51.67857143,6.59872619,Ramona,0
11/02/2011,12,18,23,14,16.75,29,32,26,59,36.5,7.457,1.243,3.107,1.864,3.41775,0,0,18,52.17857143,5.281928571,Ramona,0
11/03/2011,11,18,17,11,14.25,60,51,60,73,61,1.864,7.457,17.4,9.943,9.166,0,0,17.75,52.57142857,6.1475,Ramona,0
11/04/2011,8,12,15,12,11.75,89,83,46,71,72.25,3.107,2.486,9.321,1.243,4.03925,0,0,16.96428571,54.42857143,6.280678571,Ramona,0
11/05/2011,3,11,13,9,9,86,77,57,84,76,0,3.107,8.078,9.943,7.042666667,0,0,15.67857143,57.32142857,6.776345238,Ramona,0
11/06/2011,9,12,13,11,11.25,83,80,61,82,76.5,7.457,4.35,3.107,3.728,4.6605,0,0,14.5,59.53571429,7.131416667,Ramona,0
11/07/2011,7,12,15,8,10.5,93,81,56,88,79.5,4.35,1.864,3.107,0.621,2.4855,0,0,13.25,61.03571429,7.087059524,Ramona,0
11/08/2011,5,14,16,8,10.75,92,76,54,89,77.75,0.621,1.864,4.971,0,2.485333333,0,0,12.03571429,68.5,4.756714286,Ramona,0
11/09/2011,4,14,17,11,11.5,95,78,52,83,77,0,1.864,3.728,0.621,2.071,0,0,11.28571429,74.28571429,4.564321429,Ramona,0
11/10/2011,4,16,19,10,12.25,93,77,40,79,72.25,1.243,3.107,3.107,0.621,2.0195,0,0,11,75.89285714,3.543392857,Ramona,0
11/11/2011,7,14,14,13,12,84,66,64,77,72.75,3.107,1.243,3.728,5.593,3.41775,0,0,11.03571429,75.96428571,3.454607143,Ramona,0
11/12/2011,11,17,18,11,14.25,97,88,61,88,83.5,4.35,6.214,3.107,0.621,3.573,0,0,11.78571429,77.03571429,2.958940476,Ramona,0
11/13/2011,10,17,20,13,15,88,78,55,79,75,1.864,4.35,6.836,2.486,3.884,0,0,12.32142857,76.82142857,2.848011905,Ramona,0
11/14/2011,12,16,18,11,14.25,85,79,60,90,78.5,3.107,3.107,4.971,0.621,2.9515,0,0,12.85714286,76.67857143,2.914583333,Ramona,0
11/15/2011,8,16,19,11,13.5,95,82,47,83,76.75,1.243,2.486,6.836,0,3.521666667,0,0,13.25,76.53571429,3.062630952,Ramona,0
11/16/2011,7,18,21,12,14.5,92,74,49,84,74.75,0,0,0.621,1.864,1.2425,0,0,13.67857143,76.21428571,2.94427381,Ramona,0
11/17/2011,9,17,18,14,14.5,90,76,64,81,77.75,3.728,8.078,9.321,9.943,7.7675,0,0,14,77,3.765416667,Ramona,0
11/18/2011,10,15,12,10,11.75,86,69,82,86,80.75,4.35,10.564,8.7,5.593,7.30175,0,0,13.96428571,78.14285714,4.32027381,Ramona,0
11/19/2011,5,12,12,12,10.25,95,78,49,71,73.25,0.621,1.864,4.971,7.457,3.72825,0,0,13.39285714,76.67857143,4.342452381,Ramona,0
11/20/2011,9,14,13,9,11.25,82,78,81,88,82.25,12.428,12.428,8.078,6.836,9.9425,0,0,12.85714286,77.71428571,5.207952381,Ramona,0
11/21/2011,8,10,14,9,10.25,94,91,77,90,88,0.621,1.864,3.107,2.486,2.0195,0,0,12.28571429,79.07142857,5.074809524,Ramona,0
11/22/2011,7,13,16,9,11.25,94,85,60,85,81,2.486,6.836,3.107,1.243,3.418,0,0,11.96428571,79.67857143,5.06,Ramona,0
11/23/2011,8,12,14,12,11.5,90,84,68,80,80.5,0,3.107,3.728,1.243,2.692666667,0,0,11.53571429,80.5,5.267166667,Ramona,0
11/24/2011,9,12,13,12,11.5,82,91,89,95,89.25,1.864,4.35,3.728,0.621,2.64075,0,0,11.10714286,82.14285714,4.53477381,Ramona,0
11/25/2011,8,13,15,12,12,94,87,74,93,87,1.864,1.864,9.321,1.243,3.573,0,0,11.14285714,83.03571429,4.002095238,Ramona,0
11/26/2011,9,11,13,10,10.75,97,93,86,98,93.5,1.243,1.864,1.243,2.486,1.709,0,0,11.21428571,85.92857143,3.713630952,Ramona,0
11/27/2011,9,9,13,9,10,97,98,88,98,95.25,3.728,2.486,0,2.486,2.9,0,0,11.03571429,87.78571429,2.707559524,Ramona,0
11/28/2011,8,11,15,9,10.75,97,95,80,96,92,0.621,0.621,0.621,0.621,0.621,0,0,11.10714286,88.35714286,2.50777381,Ramona,0
11/29/2011,6,8,9,9,8,99,97,94,95,96.25,2.486,1.243,0,2.486,2.071666667,0,0,10.64285714,90.53571429,2.315440476,Ramona,0
11/30/2011,8,17,18,14,14.25,94,76,33,33,59,1.864,14.293,22.371,17.4,13.982,0,0,11.03571429,87.46428571,3.928202381,Ramona,0
12/02/2011,12,18,22,13,16.25,32,34,19,36,30.25,13.671,6.836,9.943,6.836,9.3215,0,0,12.10714286,70.96428571,7.057595238,Ramona,0
12/03/2011,12,16,17,12,14.25,32,26,18,32,27,9.943,20.507,18.642,9.943,14.75875,0,0,12.60714286,61.46428571,8.921845238,Ramona,0
12/04/2011,7,12,14,6,9.75,64,55,37,64,55,1.864,2.486,0,3.728,2.692666667,0,0,12.57142857,55.71428571,8.89222619,Ramona,0
12/05/2011,8,12,15,6,10.25,65,59,34,69,56.75,4.35,1.243,1.864,0.621,2.0195,0,0,12.5,50.67857143,9.092011905,Ramona,0
12/06/2011,1,12,14,6,8.25,82,69,42,77,67.5,1.243,1.243,3.107,0,1.864333333,0,0,12.53571429,46.57142857,9.062392857,Ramona,0
12/07/2011,1,8,14,6,7.25,86,52,41,73,63,0,1.864,0.621,0,1.2425,0,0,11.53571429,47.14285714,7.242464286,Ramona,0
12/08/2011,2,12,14,6,8.5,87,73,44,79,70.75,0.621,1.243,0.621,0,0.828333333,0,0,10.64285714,52.89285714,4.675369048,Ramona,0
12/09/2011,1,13,16,6,9,90,74,49,86,74.75,0.621,0,1.864,0,1.2425,0,0,9.607142857,59.25,3.52122619,Ramona,0
12/10/2011,2,11,14,6,8.25,91,77,52,86,76.5,0.621,1.243,1.864,0,1.242666667,0,0,8.75,66.32142857,1.590357143,Ramona,0
12/12/2011,6,12,13,8,9.75,86,72,52,82,73,1.243,9.321,7.457,0.621,4.6605,0,0,8.392857143,72.46428571,1.782654762,Ramona,0
12/13/2011,1,11,13,7,8,92,78,49,83,75.5,0,1.243,1.243,2.486,1.657333333,0,0,8.357142857,73.60714286,1.753083333,Ramona,0
12/14/2011,2,10,12,8,8,92,80,62,81,78.75,1.243,0,3.728,3.107,2.692666667,1,0,8.464285714,75.85714286,1.96025,Ramona,0
12/15/2011,7,11,12,9,9.75,88,88,67,70,78.25,0.621,6.836,16.157,10.564,8.5445,0,0,8.642857143,76.92857143,3.062559524,Ramona,0
12/16/2011,7,13,18,8,11.5,82,78,54,85,74.75,4.971,1.864,5.593,3.107,3.88375,0,0,9,76.92857143,3.439880952,Ramona,0
12/17/2011,3,11,13,6,8.25,94,87,67,92,85,0,1.864,3.107,1.864,2.278333333,0,0,9,78.14285714,3.587833333,Ramona,0
12/18/2011,4,9,13,6,8,93,95,69,96,88.25,1.243,4.35,2.486,0,2.693,0,0,9.035714286,79.07142857,3.772869048,Ramona,0
12/19/2011,4,12,18,6,10,96,87,58,89,82.5,0.621,3.728,4.971,0.621,2.48525,0,0,9.071428571,80.42857143,3.462119048,Ramona,0
12/20/2011,1,8,12,5,6.5,95,89,77,96,89.25,0,1.864,2.486,1.243,1.864333333,0,0,8.857142857,82.39285714,3.491690476,Ramona,0
12/21/2011,2,8,14,12,9,97,98,47,29,67.75,0.621,1.243,7.457,16.778,6.52475,0,0,9,80.82142857,4.039130952,Ramona,0
12/22/2011,8,13,16,6,10.75,30,29,21,60,35,18.642,16.778,9.943,1.243,11.6515,0,0,9.142857143,74.64285714,4.482988095,Ramona,0
12/23/2011,-1,9,12,4,6,84,72,41,78,68.75,0,2.486,1.243,0,1.8645,0,0,8.357142857,73.78571429,4.19452381,Ramona,0
12/24/2011,-1,10,13,4,6.5,90,76,47,82,73.75,0,0.621,0.621,0.621,0.621,0,0,8.107142857,72.17857143,3.957761905,Ramona,0
12/25/2011,-1,9,13,4,6.25,90,80,55,89,78.5,0,1.864,2.486,0,2.175,0,0,7.857142857,70.78571429,3.883761905,Ramona,0
12/27/2011,1,12,15,9,9.25,92,74,39,64,67.25,1.864,3.107,2.486,2.486,2.48575,0,0,7.75,66.5,3.728428571,Ramona,0
12/28/2011,8,13,15,12,12,65,63,45,66,59.75,2.486,1.243,3.728,1.243,2.175,0,0,8.178571429,65.35714286,3.107035714,Ramona,0
12/29/2011,7,12,13,12,11,79,74,60,80,73.25,0.621,0,3.107,3.728,2.485333333,0,0,8.214285714,70.82142857,1.797583333,Ramona,0
12/30/2011,12,14,16,12,13.5,79,82,75,94,82.5,6.214,6.214,8.078,0.621,5.28175,0,0,9.285714286,72.78571429,2.285761905,Ramona,0
12/31/2011,7,12,14,8,10.25,83,69,62,92,76.5,6.214,3.107,1.243,0,3.521333333,0,0,9.821428571,73.17857143,2.700095238,Ramona,0
01/01/2012,4,11,16,8,9.75,93,91,60,89,83.25,0,1.864,0,0.621,1.2425,0,0,10.32142857,73.85714286,2.566880952,Ramona,0
01/02/2012,4,12,15,8,9.75,98,89,68,92,86.75,0.621,1.864,3.107,0.621,1.55325,0,0,10.78571429,75.60714286,2.677845238,Ramona,0
01/03/2012,5,14,17,9,11.25,96,86,52,88,80.5,0.621,1.864,4.35,0,2.278333333,0,0,11.07142857,77.5,2.648214286,Ramona,0
01/04/2012,4,14,18,9,11.25,94,77,50,82,75.75,0.621,0,3.107,0.621,1.449666667,0,0,10.96428571,79.78571429,2.544595238,Ramona,0
01/05/2012,4,15,19,10,12,92,75,43,78,72,0,0.621,0.621,0,0.621,0,0,11.10714286,79.60714286,2.278261905,Ramona,0
01/06/2012,3,13,15,8,9.75,92,88,53,86,79.75,0,1.243,6.214,0,3.7285,0,0,10.57142857,79.21428571,2.056369048,Ramona,0
01/07/2012,5,17,18,14,13.5,88,50,24,36,49.5,2.486,14.914,24.235,11.807,13.3605,0,0,11.03571429,75.35714286,3.461964286,Ramona,0
01/08/2012,9,13,16,9,11.75,55,64,46,78,60.75,3.728,3.107,1.243,0,2.692666667,0,0,11.32142857,72.14285714,3.669130952,Ramona,0
01/09/2012,3,14,17,8,10.5,89,78,47,82,74,0,0,1.243,0,1.243,0,0,11.42857143,70.32142857,3.624809524,Ramona,0
01/11/2012,2,13,17,8,10,90,72,41,76,69.75,1.864,0,1.243,0,1.5535,0,0,11.17857143,68.14285714,3.979952381,Ramona,0
01/12/2012,2,14,18,8,10.5,87,65,29,66,61.75,0,3.107,6.836,0,4.9715,0,0,10.96428571,66.67857143,4.601452381,Ramona,0
01/13/2012,2,16,19,8,11.25,83,60,28,66,59.25,0,3.728,2.486,0,3.107,0,0,11.17857143,63.75,4.512666667,Ramona,0
01/14/2012,2,14,18,7,10.25,80,65,34,68,61.75,0,0.621,0.621,1.864,1.035333333,0,0,10.71428571,65.5,2.751928571,Ramona,0
01/15/2012,6,13,13,8,10,70,70,59,56,63.75,4.971,9.321,16.157,8.7,9.78725,0,0,10.46428571,65.92857143,3.765440476,Ramona,0
01/16/2012,1,8,11,3,5.75,70,51,23,55,49.75,1.243,6.836,8.078,0,5.385666667,0,0,9.785714286,62.46428571,4.35725,Ramona,0
01/17/2012,-2,7,10,6,5.25,66,58,37,51,53,0,0.621,1.864,3.728,2.071,0,0,9,59.85714286,3.987321429,Ramona,0
01/18/2012,2,11,13,7,8.25,63,53,39,69,56,1.864,1.243,3.107,2.486,2.175,0,0,8.75,57.89285714,4.076107143,Ramona,0
01/19/2012,4,7,9,7,6.75,58,53,54,83,62,3.728,5.593,8.7,5.593,5.9035,0,0,8.214285714,57.92857143,4.20925,Ramona,0
01/20/2012,8,9,11,12,10,93,94,86,87,90,0.621,8.078,15.535,18.021,10.56375,0,0,8.035714286,62.32142857,5.2745,Ramona,0
01/21/2012,12,13,14,9,12,91,72,52,82,74.25,9.943,13.05,9.943,5.593,9.63225,0,0,8.285714286,64.10714286,6.502630952,Ramona,0
01/22/2012,6,9,11,11,9.25,85,80,75,71,77.75,4.35,5.593,12.428,13.671,9.0105,0,0,8.178571429,66.10714286,6.391666667,Ramona,0
01/23/2012,9,9,13,9,10,86,91,79,95,87.75,18.021,14.293,9.321,0.621,10.564,0,0,8.785714286,71.53571429,7.131428571,Ramona,0
01/24/2012,6,8,13,9,9,99,99,68,88,88.5,1.243,0.621,3.728,0.621,1.55325,0,0,9.321428571,76.60714286,7.057464286,Ramona,0
01/25/2012,8,14,16,11,12.25,93,85,66,93,84.25,0,4.35,5.593,0,4.9715,0,0,9.892857143,80.64285714,7.456964286,Ramona,0
01/26/2012,10,15,17,12,13.5,94,87,83,91,88.75,3.107,7.457,6.836,7.457,6.21425,0,0,10.85714286,84.46428571,7.501357143,Ramona,0
01/27/2012,11,15,17,12,13.75,81,50,33,55,54.75,11.807,13.671,11.185,4.35,10.25325,0,0,11.39285714,79.42857143,7.457,Ramona,0
01/28/2012,6,13,16,10,11.25,82,79,53,84,74.5,1.243,0.621,1.243,0.621,0.932,0,0,11.28571429,79.46428571,6.214107143,Ramona,0
01/29/2012,6,14,18,11,12.25,93,76,50,79,74.5,1.243,4.35,1.864,0,2.485666667,0,0,11.71428571,79,5.281988095,Ramona,0
01/30/2012,9,14,16,11,12.5,85,76,58,83,75.5,1.864,3.107,3.107,2.486,2.641,0,0,12.07142857,77.25,4.150130952,Ramona,0
01/31/2012,8,11,15,12,11.5,97,95,64,84,85,3.107,0.621,3.728,6.836,3.573,0,0,12.42857143,76.75,4.438666667,Ramona,0
02/01/2012,8,15,16,12,12.75,88,82,67,86,80.75,4.35,3.728,8.078,6.836,5.748,0,0,12.5,76.25,4.549595238,Ramona,0
02/02/2012,8,16,19,11,13.5,87,58,44,84,68.25,6.836,9.321,5.593,1.243,5.74825,0,0,12.5,73.32142857,4.48302381,Ramona,0
02/03/2012,4,14,16,10,11,95,87,53,78,78.25,1.243,2.486,6.214,0.621,2.641,0,0,12.10714286,76.67857143,3.395559524,Ramona,0
02/04/2012,7,15,19,11,13,85,65,34,69,63.25,1.864,3.728,4.35,0,3.314,0,0,12.35714286,75.07142857,3.735845238,Ramona,0
02/05/2012,5,15,18,11,12.25,86,63,33,63,61.25,0.621,4.35,3.107,0,2.692666667,0,0,12.35714286,73.17857143,3.765416667,Ramona,0
02/06/2012,5,15,18,12,12.5,84,62,39,64,62.25,0.621,4.35,3.728,0.621,2.33,0,0,12.35714286,71.28571429,3.720988095,Ramona,0
02/07/2012,10,12,15,13,12.5,86,87,70,82,81.25,1.864,5.593,4.35,1.864,3.41775,0,0,12.5,70.75,3.698809524,Ramona,0
02/08/2012,11,16,18,14,14.75,95,87,62,87,82.75,0,7.457,9.943,1.243,6.214333333,0,0,12.78571429,71.03571429,3.765428571,Ramona,0
02/09/2012,8,18,19,13,14.5,94,77,58,86,78.75,0.621,0,6.214,0,3.4175,0,0,12.92857143,72.53571429,3.432464286,Ramona,0
02/10/2012,9,17,18,13,14.25,94,80,66,87,81.75,2.486,3.728,9.943,3.728,4.97125,0,0,13.39285714,73.03571429,3.765357143,Ramona,0
02/11/2012,10,13,16,11,12.5,92,86,64,85,81.75,4.35,1.243,5.593,1.864,3.2625,0,0,13.32142857,75.67857143,3.758,Ramona,0
02/12/2012,8,11,15,11,11.25,94,95,65,81,83.75,0,0.621,6.214,5.593,4.142666667,0,0,13.17857143,78.89285714,3.965142857,Ramona,0
02/13/2012,8,9,12,8,9.25,91,83,68,90,83,5.593,7.457,4.971,1.243,4.816,0,0,12.71428571,81.85714286,4.320285714,Ramona,0
02/14/2012,3,12,15,11,10.25,97,80,47,71,73.75,0,1.243,3.728,9.943,4.971333333,0,0,12.39285714,80.78571429,4.54222619,Ramona,0
02/15/2012,9,13,14,11,11.75,64,44,30,46,46,10.564,19.885,19.264,11.807,15.38,0,0,11.96428571,75.53571429,5.851607143,Ramona,0
02/16/2012,8,16,18,10,13,56,47,28,63,48.5,10.564,11.807,7.457,0.621,7.61225,0,0,11.75,71.21428571,6.450857143,Ramona,0
02/17/2012,6,15,17,11,12.25,70,59,38,86,63.25,3.728,0.621,0,4.35,2.899666667,0,0,11.46428571,68.57142857,6.154916667,Ramona,0
02/18/2012,9,14,9,8,10,0,93,73,74,80,0,4.35,3.728,2.486,3.521333333,0,0,11.10714286,68.32142857,6.191892857,Ramona,0
02/19/2012,12,15,11,9,11.75,54,55,30,69,52,8.7,3.728,5.593,6.836,6.21425,0,0,11.17857143,63.78571429,6.487833333,Ramona,0
02/20/2012,12,14,12,7,11.25,82,79,62,74,74.25,4.35,3.728,9.943,6.836,6.21425,0,0,11.46428571,62.53571429,6.687583333,Ramona,0
02/21/2012,16,20,15,9,15,87,73,50,69,69.75,1.864,1.864,1.864,2.486,2.0195,0,0,12.14285714,61.96428571,6.265892857,Ramona,0
02/22/2012,18,23,19,14,18.5,87,75,39,55,64,0,1.243,6.836,3.107,3.728666667,0,0,13.10714286,64.53571429,4.601416667,Ramona,0
02/23/2012,19,22,18,12,17.75,60,30,15,23,32,13.05,19.264,24.857,16.778,18.48725,0,0,13.78571429,62.17857143,6.154988095,Ramona,0
02/24/2012,19,22,18,9,17,44,49,29,54,44,4.35,3.107,6.836,7.457,5.4375,0,0,14.46428571,59.42857143,6.517535714,Ramona,0
02/25/2012,16,17,12,6,12.75,73,51,30,44,49.5,4.35,13.671,14.293,7.457,9.94275,0,0,14.85714286,55.07142857,7.434880952,Ramona,0
02/26/2012,12,15,11,6,11,51,44,26,60,45.25,13.05,7.457,0.621,5.593,6.68025,0,0,14.75,54.10714286,7.501452381,Ramona,0
02/27/2012,12,14,9,4,9.75,84,70,33,63,62.5,1.243,1.864,4.971,1.243,2.33025,0,0,14.53571429,52.42857143,6.946595238,Ramona,0
02/28/2012,12,13,10,10,11.25,85,58,46,59,62,3.728,10.564,9.321,6.836,7.61225,0,0,14,51.32142857,7.745559524,Ramona,0
03/01/2012,8,10,12,10,10,80,81,77,86,81,6.214,8.7,11.185,4.971,7.7675,0,0,12.78571429,60.17857143,7.168464286,Ramona,0
03/02/2012,6,14,17,11,12,75,50,28,59,53,8.078,12.428,8.078,1.243,7.45675,0,0,11.96428571,61.46428571,7.456928571,Ramona,0
03/03/2012,6,17,21,14,14.5,81,62,34,66,60.75,1.243,0,0,0,1.243,0,0,11.60714286,63.07142857,6.214107143,Ramona,0
03/04/2012,7,19,23,16,16.25,86,66,34,65,62.75,0,4.35,1.864,1.243,2.485666667,0,0,12.10714286,65.57142857,5.614880952,Ramona,0
03/05/2012,9,18,23,14,16,88,72,41,65,66.5,0,1.864,8.7,8.078,6.214,0,0,12.82142857,66.14285714,6.169702381,Ramona,0
03/06/2012,10,14,14,11,12.25,81,38,18,33,42.5,9.943,16.778,22.992,13.05,15.69075,0,0,13.17857143,63.35714286,7.32377381,Ramona,0
03/07/2012,6,15,18,14,13.25,44,30,16,44,33.5,12.428,18.021,14.914,1.243,11.6515,0,0,13.46428571,57.14285714,7.501309524,Ramona,0
03/08/2012,6,16,20,14,14,64,44,22,51,45.25,1.864,3.728,3.107,0,2.899666667,0,0,14.03571429,52.03571429,6.805904762,Ramona,0
03/09/2012,6,19,22,16,15.75,78,55,23,50,51.5,0.621,3.107,0.621,2.486,1.70875,0,0,14.57142857,51.82142857,5.984761905,Ramona,0
03/10/2012,8,16,19,11,13.5,70,66,55,80,67.75,3.107,9.943,14.293,9.943,9.3215,0,0,14.42857143,52.82142857,7.138833333,Ramona,0
03/11/2012,9,13,16,13,12.75,78,77,57,62,68.5,9.321,4.971,11.185,6.836,8.07825,1,0,13.92857143,53.64285714,7.93777381,Ramona,0
03/12/2012,6,14,17,14,12.75,84,75,43,60,65.5,3.107,1.243,8.7,7.457,5.12675,0,0,13.46428571,53.5,7.782452381,Ramona,0
03/13/2012,13,13,13,13,13,62,74,85,90,77.75,9.943,12.428,11.807,6.836,10.2535,0,0,13.57142857,58.53571429,7.005702381,Ramona,0
03/14/2012,12,13,14,14,13.25,92,93,92,92,92.25,8.078,9.943,8.7,4.971,7.923,0,0,13.57142857,66.92857143,6.473059524,Ramona,0
03/15/2012,14,15,17,14,15,88,90,85,84,86.75,3.107,1.243,8.078,6.836,4.816,2,0,13.71428571,72.85714286,6.746821429,Ramona,0
03/16/2012,13,14,14,13,13.5,85,89,92,88,88.5,4.971,6.836,8.7,9.943,7.6125,1,1,13.39285714,78.14285714,7.590214286,Ramona,0
03/17/2012,9,10,11,7,9.25,89,88,70,91,84.5,4.35,5.593,4.35,6.214,5.12675,1,1,12.78571429,80.53571429,6.990964286,Ramona,0
03/18/2012,6,11,13,9,9.75,89,74,48,68,69.75,3.728,0.621,11.185,6.214,5.437,0,1,12.35714286,80.71428571,6.613642857,Ramona,0
03/19/2012,4,10,12,11,9.25,86,72,47,52,64.25,0.621,1.864,0.621,1.243,1.08725,0,1,11.85714286,80.53571429,6.036571429,Ramona,0
03/20/2012,9,14,17,16,14,69,60,42,57,57,1.243,1.243,3.728,0.621,1.70875,1,1,12,77.57142857,4.815892857,Ramona,0
03/21/2012,13,17,21,19,17.5,84,75,54,64,69.25,0.621,4.35,4.971,6.836,4.1945,0,1,12.60714286,74.28571429,4.28325,Ramona,0
03/23/2012,7,12,16,16,12.75,71,67,39,50,56.75,7.457,4.35,4.971,3.728,5.1265,0,0,12.46428571,66.89285714,4.305392857,Ramona,0
03/24/2012,10,10,11,9,10,67,73,65,82,71.75,3.107,4.971,11.185,8.7,6.99075,1,0,12.57142857,65.07142857,4.571678571,Ramona,0
03/25/2012,8,11,15,12,11.5,92,87,62,76,79.25,6.836,1.243,4.35,3.107,3.884,0,0,12.82142857,66.42857143,4.349821429,Ramona,0
03/26/2012,8,12,15,14,12.25,90,72,54,53,67.25,4.35,5.593,6.836,1.864,4.66075,0,0,13.25,66.85714286,4.860321429,Ramona,0
03/27/2012,11,14,14,12,12.75,68,64,69,90,72.75,1.243,6.836,6.214,9.321,5.9035,0,0,13.07142857,69.10714286,5.459571429,Ramona,0
03/28/2012,12,14,19,16,15.25,89,86,59,71,76.25,9.943,6.214,6.836,4.971,6.991,0,0,12.75,70.10714286,5.859071429,Ramona,0
03/29/2012,11,16,17,16,15,92,80,65,79,79,0.621,4.971,4.971,1.864,3.10675,0,0,12.78571429,71.85714286,5.237607143,Ramona,0
03/30/2012,12,17,18,17,16,91,84,67,79,80.25,3.107,4.35,10.564,3.728,5.43725,0,0,13.25,75.21428571,5.282,Ramona,0
03/31/2012,16,17,14,13,15,74,76,69,79,74.5,5.593,16.157,14.293,6.836,10.71975,0,0,13.96428571,75.60714286,5.814714286,Ramona,0
04/01/2012,8,14,17,16,13.75,85,64,36,54,59.75,6.214,6.836,9.321,3.728,6.52475,0,0,14.28571429,72.82142857,6.191964286,Ramona,0
04/02/2012,9,15,19,18,15.25,70,66,42,66,61,8.7,8.078,7.457,3.728,6.99075,0,0,14.71428571,71.92857143,6.524821429,Ramona,0
04/04/2012,10,13,17,15,13.75,79,68,32,43,55.5,1.864,3.728,9.321,9.321,6.0585,0,0,14.85714286,68.28571429,6.768892857,Ramona,0
04/05/2012,7,12,16,12,11.75,70,62,32,66,57.5,5.593,3.107,9.321,7.457,6.3695,0,0,14.39285714,65.21428571,7.235,Ramona,0
04/06/2012,4,14,17,14,12.25,88,69,30,48,58.75,0.621,1.243,4.971,1.864,2.17475,0,0,13.85714286,62.14285714,6.768928571,Ramona,0
04/07/2012,6,16,20,17,14.75,82,61,34,59,59,0,1.864,2.486,0.621,1.657,0,0,13.82142857,59.92857143,5.47425,Ramona,0
04/08/2012,8,19,22,18,16.75,84,64,38,54,60,1.243,0.621,4.35,4.971,2.79625,0,0,14.25,59.96428571,4.941607143,Ramona,0
04/09/2012,9,19,22,20,17.5,75,59,28,52,53.5,1.864,0.621,1.864,8.078,3.10675,0,0,14.57142857,58.89285714,4.38675,Ramona,0
04/11/2012,11,16,16,12,13.75,94,80,60,84,79.5,4.35,5.593,10.564,7.457,6.991,0,0,14.25,64,3.831928571,Ramona,0
04/12/2012,11,11,16,11,12.25,83,86,67,86,80.5,10.564,9.321,8.078,6.214,8.54425,0,0,14.32142857,67.28571429,4.142607143,Ramona,0
04/13/2012,9,12,14,12,11.75,90,84,65,84,80.75,6.836,6.214,8.7,1.864,5.9035,0,0,14.25,70.42857143,4.675285714,Ramona,0
04/14/2012,9,14,19,18,15,90,73,49,68,70,1.243,6.836,7.457,4.971,5.12675,0,0,14.28571429,72,5.170964286,Ramona,0
04/16/2012,10,18,22,17,16.75,76,62,35,66,59.75,3.728,6.836,9.943,6.214,6.68025,0,0,14.21428571,74.42857143,5.925571429,Ramona,0
04/17/2012,11,20,22,17,17.5,88,73,50,68,69.75,3.728,3.107,11.185,9.321,6.83525,0,0,14.85714286,73,6.369428571,Ramona,0
04/18/2012,12,20,23,20,18.75,87,70,47,74,69.5,4.971,1.864,3.728,6.214,4.19425,0,0,15.57142857,71.57142857,5.969892857,Ramona,0
04/19/2012,14,22,27,26,22.25,89,73,45,58,66.25,1.864,3.728,10.564,8.7,6.214,0,0,17,69.53571429,5.637,Ramona,0
04/21/2012,17,27,32,31,26.75,82,61,39,66,62,1.243,0.621,3.728,0.621,1.55325,0,0,20.75,65.5,4.793607143,Ramona,0
04/23/2012,14,19,22,17,18,87,73,58,74,73,6.214,13.05,16.157,11.185,11.6515,0,0,22.25,67.07142857,5.792357143,Ramona,0
04/24/2012,14,21,23,21,19.75,86,70,51,69,69,3.107,3.728,4.971,6.214,4.505,0,0,22.57142857,66.96428571,5.459464286,Ramona,0
04/25/2012,16,18,20,18,18,74,80,71,89,78.5,5.593,3.107,0.621,4.35,3.41775,0,0,22.46428571,68.25,5.348535714,Ramona,0
04/26/2012,14,17,18,16,16.25,93,78,50,72,73.25,6.836,11.807,15.535,5.593,9.94275,0,0,21.60714286,69.25,5.881214286,Ramona,0
04/27/2012,8,19,22,21,17.5,90,62,26,63,60.25,0.621,9.943,10.564,3.728,6.214,0,0,20.35714286,69.21428571,6.258464286,Ramona,0
04/29/2012,14,24,29,28,23.75,89,63,28,57,59.25,1.243,0.621,1.864,2.486,1.5535,0,0,19.28571429,67.39285714,6.147464286,Ramona,0
05/01/2012,14,22,23,18,19.25,85,62,38,60,61.25,1.243,6.214,9.321,7.457,6.05875,0,0,19.89285714,64.60714286,5.703607143,Ramona,0
05/02/2012,11,19,21,16,16.75,81,67,44,60,63,3.728,5.593,12.428,13.05,8.69975,0,0,19.71428571,62.39285714,6.458178571,Ramona,0
05/04/2012,12,17,21,19,17.25,90,66,43,64,65.75,4.971,8.078,4.35,4.971,5.5925,0,0,19.60714286,63.10714286,6.325,Ramona,0
05/05/2012,13,22,26,24,21.25,59,40,20,24,35.75,9.321,16.778,18.021,14.914,14.7585,0,0,19.53571429,59.85714286,7.61225,Ramona,0
05/07/2012,16,23,32,30,25.25,61,29,5,42,34.25,1.864,5.593,9.321,3.728,5.1265,0,0,20.14285714,51.85714286,8.58875,Ramona,0
