CurrentDate,Temp1,Temp2,Temp3,Temp4,avgTemp,Hum1,Hum2,Hum3,Hum4,avgHum,Wind1,Wind2,Wind3,Wind4,avgWind,Rain,14DayAvgTemp,14dayAvgHum,14DayAvgWind,14DayAvgRain,Location,Fire
09/11/2014,20,29,37,32,29.5,69,50,18,39,44,1.243,0.621,3.107,2.486,1.86425,0,27,54.28571429,5,0,Ramona,1
09/12/2014,20,32,39,34,31.25,61,47,16,36,40,3.107,1.243,3.728,1.243,2.33025,0,27.32142857,51.35714286,5,0,Ramona,1
09/14/2014,20,28,36,32,29,68,60,26,38,48,2.486,4.35,6.214,5.593,4.66075,0,27.58928571,49.21428571,5,0,Ramona,1
09/15/2014,21,27,32,26,26.5,57,56,27,49,47.25,3.107,4.971,13.671,8.078,7.45675,0,27.26785714,47.32142857,5,0,Ramona,1
09/20/2014,20,25,30,26,25.25,80,60,41,62,60.75,4.35,2.486,7.457,9.321,5.9035,0,26.85714286,55.92857143,5,0,Ramona,1
09/25/2014,20,17,23,22,20.5,80,90,65,74,77.25,6.214,6.836,6.836,3.728,5.9035,0,26.08928571,66.07142857,5,0,Ramona,1
09/30/2014,17,22,28,26,23.25,82,74,42,55,63.25,4.35,3.107,4.971,4.35,4.1945,0,23.5,70.57142857,5,0,Ramona,1
10/02/2014,15,26,32,25,24.5,69,50,18,51,47,0.621,2.486,3.107,0,2.071333333,0,23.48214286,60.71428571,5,0,Ramona,1
10/19/2014,16,23,27,23,22.25,84,70,43,70,66.75,1.243,1.243,4.971,6.836,3.57325,0,23.51785714,62.71428571,4,0,Ramona,1
10/24/2014,14,19,24,19,19,91,90,48,73,75.5,2.486,0,5.593,9.321,5.8,0,21.125,66.57142857,5,0,Ramona,1
10/26/2014,15,18,22,18,18.25,92,79,31,49,62.75,1.243,6.214,14.293,4.971,6.68025,0,20.14285714,67.5,5,0,Ramona,1
11/01/2014,13,16,19,16,16,90,81,46,76,73.25,4.971,6.836,5.593,3.107,5.12675,0,18.94642857,66.57142857,5,0,Ramona,1
11/03/2014,10,17,20,12,14.75,83,67,39,74,65.75,1.243,1.243,0.621,0,1.035666667,0,18.07142857,68.21428571,4,0,Ramona,1
11/05/2014,10,20,23,16,17.25,88,64,45,76,68.25,0,1.243,2.486,0,1.8645,0,17.75,69.67857143,4,0,Ramona,1
11/08/2014,12,23,24,16,18.75,90,67,46,84,71.75,0.621,1.243,2.486,0.621,1.24275,0,17.55357143,68.64285714,3,0,Ramona,1
11/24/2014,5,14,18,9,11.5,93,78,49,82,75.5,0,1.243,1.864,1.243,1.45,0,13.69642857,82.53571429,4,0,Ramona,1
11/27/2014,8,18,21,11,14.5,93,77,57,91,79.5,0.621,0,0.621,0,0.621,0,13.17857143,80.89285714,4,0,Ramona,1
11/30/2014,12,13,14,13,13,92,92,84,92,90,3.107,4.971,3.107,1.864,3.26225,0,13.01785714,80.32142857,4,0,Ramona,1
12/01/2014,12,17,18,15,15.5,95,86,74,89,86,3.107,2.486,5.593,6.836,4.5055,0,13.23214286,81.82142857,4,0,Ramona,1
12/14/2014,8,10,12,11,10.25,97,93,78,88,89,1.243,1.243,3.107,3.107,2.175,0,14.28571429,87.89285714,5,0,Ramona,1
12/21/2014,14,17,18,16,16.25,87,87,81,90,86.25,4.35,5.593,2.486,3.728,4.03925,0,12.91071429,83.46428571,5,0,Ramona,1
01/25/2015,7,10,14,11,10.5,92,89,68,86,83.75,1.864,2.486,2.486,1.864,2.175,0,10.58928571,87,3,0,Ramona,1
01/30/2015,7,14,21,16,14.5,92,85,54,59,72.5,0.621,0,4.971,4.971,3.521,0,11.73214286,79.92857143,2,0,Ramona,1
02/03/2015,11,18,20,14,15.75,90,82,58,88,79.5,1.864,1.864,1.243,0,1.657,0,12.875,72.60714286,3,0,Ramona,1
02/07/2015,16,16,19,17,17,86,85,81,92,86,8.7,6.836,4.35,2.486,5.593,0,14.44642857,79.71428571,3,0,Ramona,1
02/17/2015,11,17,18,13,14.75,93,87,72,86,84.5,3.107,8.7,7.457,3.728,5.748,0,15.85714286,77.39285714,4,0,Ramona,1
02/18/2015,9,14,19,13,13.75,92,93,72,92,87.25,1.864,2.486,3.107,0,2.485666667,0,15.78571429,79.07142857,4,0,Ramona,1
02/28/2015,10,13,14,12,12.25,80,76,61,84,75.25,2.486,4.35,3.107,1.243,2.7965,0,14.46428571,56.82142857,5,0,Ramona,1
03/05/2015,6,18,21,14,14.75,81,65,36,60,60.5,0.621,3.728,4.971,0,3.106666667,0,14.14285714,67.17857143,5,0,Ramona,1
03/08/2015,10,21,24,21,19,80,68,39,65,63,1.243,0.621,4.971,3.107,2.4855,0,14.96428571,63.14285714,4,0,Ramona,1
03/11/2015,16,16,19,18,17.25,70,85,68,82,76.25,7.457,3.728,4.35,0.621,4.039,0,16,65.60714286,3,0,Ramona,1
03/26/2015,14,23,28,26,22.75,80,68,38,65,62.75,1.243,0.621,1.864,1.243,1.24275,0,19.73214286,63.42857143,4,0,Ramona,1
03/30/2015,13,22,28,21,21,75,61,43,59,59.5,1.243,2.486,6.836,5.593,4.0395,0,20.17857143,59.75,5,0,Ramona,1
03/31/2015,13,21,24,21,19.75,70,59,34,24,46.75,4.35,3.728,11.185,11.185,7.612,0,20.16071429,57.28571429,5,0,Ramona,1
04/19/2015,15,23,29,24,22.75,72,66,34,67,59.75,3.728,1.243,6.836,7.457,4.816,0,18.75,43.35714286,6,0,Ramona,1
04/26/2015,12,21,26,26,21.25,82,62,26,51,55.25,1.243,6.214,13.671,3.107,6.05875,0,20,65.96428571,8,0,Ramona,1
05/04/2015,11,19,23,19,18,86,71,48,70,68.75,9.321,8.7,9.321,9.321,9.16575,0,21.14285714,56.78571429,7,0,Ramona,1
05/25/2015,13,21,24,20,19.5,83,70,48,74,68.75,11.185,9.321,11.807,11.807,11.03,0,18.875,66.57142857,8,0,Ramona,1
05/26/2015,12,21,25,21,19.75,84,69,44,70,66.75,10.564,9.321,9.321,10.564,9.9425,0,19,66.78571429,9,0,Ramona,1
05/27/2015,13,21,27,22,20.75,84,69,45,68,66.5,8.078,6.836,8.7,8.078,7.923,0,19.25,66.60714286,9,0,Ramona,1
06/01/2015,14,22,26,23,21.25,78,68,44,64,63.5,6.214,8.7,12.428,9.321,9.16575,0,20.80357143,63.42857143,8,0,Ramona,1
06/05/2015,17,27,32,29,26.25,79,58,32,51,55,0.621,1.864,5.593,6.214,3.573,0,22.30357143,59.75,7,0,Ramona,1
06/23/2015,17,28,34,31,27.5,73,58,22,41,48.5,3.107,1.243,8.7,8.7,5.4375,0,26.51785714,47.53571429,6,0,Ramona,1
06/24/2015,19,28,36,34,29.25,64,54,26,41,46.25,4.971,5.593,8.078,5.593,6.05875,0,27.05357143,47.17857143,6,0,Ramona,1
06/28/2015,20,30,33,28,27.75,70,56,27,56,52.25,3.728,6.836,9.943,9.321,7.457,0,27.48214286,46.92857143,6,0,Ramona,1
06/30/2015,22,34,42,39,34.25,61,45,17,28,37.75,1.864,0.621,6.214,6.836,3.88375,0,28.44642857,45.39285714,6,0,Ramona,1
07/03/2015,21,28,36,32,29.25,64,61,30,51,51.5,6.836,7.457,6.836,8.078,7.30175,0,29.08928571,45.53571429,6,0,Ramona,1
07/15/2015,17,27,34,33,27.75,84,67,28,52,57.75,5.593,3.107,4.971,8.078,5.43725,0,25.67857143,61.14285714,8,0,Ramona,1
07/18/2015,19,26,33,30,27,64,61,28,48,50.25,6.836,11.185,6.836,11.807,9.166,0,25.375,56.07142857,8,0,Ramona,1
07/23/2015,16,24,28,26,23.5,81,65,38,58,60.5,8.078,12.428,9.943,8.7,9.78725,0,26.57142857,53.78571429,8,0,Ramona,1
07/24/2015,17,25,32,29,25.75,76,64,27,45,53,6.214,7.457,6.836,6.836,6.83575,0,26.82142857,53.64285714,8,0,Ramona,1
07/25/2015,17,26,32,27,25.5,77,61,28,62,57,3.728,6.214,9.943,8.078,6.99075,0,26.875,54.60714286,8,0,Ramona,1
07/26/2015,17,26,32,28,25.75,84,66,34,50,58.5,4.35,7.457,9.943,7.457,7.30175,0,26.94642857,56.64285714,7,0,Ramona,1
07/27/2015,19,31,37,35,30.5,68,45,17,34,41,3.728,4.971,9.321,3.728,5.437,0,27.19642857,55.71428571,7,0,Ramona,1
07/30/2015,21,30,37,32,30,67,57,27,46,49.25,3.728,6.836,8.7,6.836,6.525,0,28.30357143,47.35714286,7,0,Ramona,1
08/01/2015,18,25,33,29,26.25,78,65,37,54,58.5,6.214,11.807,7.457,8.7,8.5445,0,28.19642857,48.32142857,7,0,Ramona,1
08/05/2015,17,26,33,32,27,80,67,30,48,56.25,4.35,2.486,4.35,4.35,3.884,0,27.375,57.28571429,7,0,Ramona,1
08/06/2015,19,28,32,29,27,77,63,37,50,56.75,1.864,0.621,3.728,6.214,3.10675,0,27.625,58.35714286,6,0,Ramona,1
08/10/2015,20,26,32,26,26,72,60,35,63,57.5,5.593,8.078,12.428,7.457,8.389,0,27.35714286,57.57142857,7,0,Ramona,1
08/12/2015,17,27,32,29,26.25,71,56,22,48,49.25,4.35,5.593,9.943,8.7,7.1465,0,26.28571429,55.85714286,7,0,Ramona,1
08/14/2015,18,27,33,32,27.5,82,64,22,46,53.5,3.107,5.593,6.836,3.107,4.66075,0,26.05357143,55.75,7,0,Ramona,1
08/19/2015,17,26,31,27,25.25,77,63,35,62,59.25,7.457,7.457,10.564,10.564,9.0105,0,27.67857143,47.71428571,6,0,Ramona,1
08/22/2015,16,27,32,28,25.75,86,67,34,65,63,5.593,3.728,7.457,11.807,7.14625,0,27.44642857,53.67857143,7,0,Ramona,1
08/23/2015,17,26,32,24,24.75,82,64,26,62,58.5,7.457,6.214,6.836,8.7,7.30175,0,27.26785714,57.32142857,7,0,Ramona,1
08/25/2015,19,28,34,31,28,73,60,24,48,51.25,3.728,6.214,6.836,6.836,5.9035,0,27.44642857,59.28571429,6,0,Ramona,1
08/26/2015,19,29,37,33,29.5,70,50,19,29,42,3.107,6.214,7.457,4.971,5.43725,0,27.67857143,56.82142857,6,0,Ramona,1
08/27/2015,22,32,38,35,31.75,52,42,18,38,37.5,2.486,2.486,6.214,3.728,3.7285,0,28.03571429,52.82142857,6,0,Ramona,1
08/28/2015,23,33,38,33,31.75,58,45,20,48,42.75,1.243,2.486,9.321,10.564,5.9035,0,28.33928571,49.5,6,0,Ramona,1
08/29/2015,21,26,29,27,25.75,79,70,43,50,60.5,9.321,8.078,14.293,8.7,10.098,0,27.98214286,49.14285714,7,0,Ramona,1
09/05/2015,16,25,30,27,24.5,71,48,16,30,41.25,3.107,8.078,11.185,1.864,6.0585,0,26.57142857,52.32142857,7,0,Ramona,1
09/06/2015,13,27,32,29,25.25,63,41,11,35,37.5,0,1.243,3.107,1.864,2.071333333,0,26.60714286,49.60714286,6,0,Ramona,1
09/08/2015,17,31,38,35,30.25,58,34,10,34,34,0,2.486,3.728,0.621,2.278333333,0,26.89285714,44.78571429,6,0,Ramona,1
09/09/2015,22,34,41,37,33.5,58,34,10,33,33.75,0.621,4.35,6.214,0.621,2.9515,0,27.17857143,40.89285714,6,0,Ramona,1
09/25/2015,18,30,36,28,28,65,52,20,39,44,0.621,0.621,4.971,4.971,2.796,0,25.33928571,46.96428571,5,0,Ramona,1
10/02/2015,16,27,33,29,26.25,86,63,22,21,48,0.621,6.836,12.428,5.593,6.3695,0,25.53571429,56.89285714,4,0,Ramona,1
10/11/2015,18,26,32,25,25.25,83,69,28,59,59.75,0.621,2.486,3.728,1.243,2.0195,0,23.46428571,60.14285714,4,0,Ramona,1
10/13/2015,18,30,36,27,27.75,80,54,20,37,47.75,0,3.728,3.107,3.728,3.521,0,24,57.57142857,4,0,Ramona,1
10/14/2015,21,27,33,28,27.25,49,53,26,32,40,0,0,3.728,4.35,4.039,0,24.69642857,54.57142857,4,0,Ramona,1
10/25/2015,16,22,27,21,21.5,68,58,40,68,58.5,1.243,3.728,7.457,4.35,4.1945,0,23.57142857,55.92857143,4,0,Ramona,1
11/17/2015,8,13,16,10,11.75,59,58,45,78,60,5.593,0.621,0,0,3.107,0,12.53571429,69.89285714,5,0,Ramona,1
11/18/2015,6,17,18,13,13.5,89,70,54,87,75,0,1.243,6.214,0,3.7285,0,12.46428571,68.82142857,4,0,Ramona,1
11/23/2015,9,17,19,12,14.25,94,81,63,83,80.25,0,1.243,6.214,6.836,4.764333333,0,13.14285714,75.03571429,4,0,Ramona,1
11/30/2015,2,9,11,8,7.5,80,66,50,62,64.5,0.621,3.107,7.457,3.728,3.72825,0,11.56547619,60.57142857,4,0,Ramona,1
12/07/2015,12,14,17,11,13.5,89,91,83,96,89.75,3.107,3.107,3.107,0.621,2.4855,0,10.24404762,77.46428571,4,0,Ramona,1
12/08/2015,9,11,12,11,10.75,98,100,97,97,98,0,1.243,0.621,1.243,1.035666667,0,10.19047619,82.21428571,4,0,Ramona,1
12/16/2015,2,9,12,6,7.25,86,72,52,77,71.75,0.621,3.728,1.243,0.621,1.55325,0,11.26785714,69.67857143,5,0,Ramona,1
12/28/2015,5,8,10,6,7.25,84,79,62,83,77,6.836,6.836,6.836,1.864,5.593,0,9.196428571,74.46428571,6,0,Ramona,1
01/23/2016,12,13,14,11,12.5,82,79,73,84,79.5,7.457,8.7,9.943,6.214,8.0785,0,12.64285714,83.42857143,6,0,Ramona,1
01/24/2016,7,12,14,12,11.25,94,90,67,78,82.25,3.728,2.486,3.107,1.864,2.79625,0,12.67857143,83.25,6,0,Ramona,1
02/13/2016,10,19,22,16,16.75,95,78,40,74,71.75,0.621,4.971,10.564,1.243,4.34975,0,13.28571429,74.28571429,5,0,Ramona,1
02/19/2016,9,16,17,12,13.5,85,70,70,88,78.25,1.864,9.943,9.321,3.107,6.05875,0,16.32142857,71.42857143,4,0,Ramona,1
03/20/2016,13,19,19,16,16.75,87,73,78,84,80.5,6.214,5.593,8.7,9.321,7.457,0,15.03571429,72.82142857,6,0,Ramona,1
04/03/2016,13,20,24,18,18.75,86,77,46,68,69.25,1.243,4.35,7.457,8.078,5.282,0,17,63.14285714,6,0,Ramona,1
04/06/2016,16,26,31,28,25.25,72,56,27,57,53,1.243,1.243,9.321,1.243,3.2625,0,18.60714286,62.85714286,6,0,Ramona,1
04/10/2016,14,16,18,16,16,92,87,73,82,83.5,4.971,4.971,7.457,4.971,5.5925,0,18.39285714,67.28571429,6,0,Ramona,1
04/24/2016,12,20,23,21,19,86,71,37,45,59.75,1.864,3.728,8.7,9.321,5.90325,0,19.80357143,58.67857143,7,0,Ramona,1
05/03/2016,14,25,29,27,23.75,82,61,32,55,57.5,1.864,1.243,2.486,4.971,2.641,0,20.19642857,53.39285714,7,0,Ramona,1
05/07/2016,14,16,18,17,16.25,85,83,75,79,80.5,4.35,9.321,7.457,3.728,6.214,0,19.92857143,63.57142857,7,0,Ramona,1
05/11/2016,15,26,32,27,25,86,64,24,60,58.5,1.864,1.864,8.7,4.35,4.1945,0,21.07142857,71.07142857,6,0,Ramona,1
05/20/2016,14,18,20,13,16.25,64,50,42,78,58.5,8.7,6.836,15.535,8.7,9.94275,1,22.53571429,52.03571429,7,0,Ramona,1
05/23/2016,12,19,24,21,19,80,64,33,64,60.25,4.35,4.971,6.836,9.943,6.525,0,22.375,53.57142857,8,0,Ramona,1
05/26/2016,14,23,28,26,22.75,84,68,37,56,61.25,6.214,4.971,7.457,8.078,6.68,0,21.51785714,63.07142857,8,0,Ramona,1
05/29/2016,18,27,33,27,26.25,56,51,25,52,46,2.486,1.864,8.7,8.078,5.282,0,22.73214286,55.25,8,0,Ramona,1
06/05/2016,20,30,36,33,29.75,69,56,22,45,48,1.864,4.35,7.457,8.078,5.43725,0,26.46428571,43.92857143,6,0,Ramona,1
06/12/2016,18,26,29,26,24.75,61,45,31,54,47.75,4.35,7.457,9.321,9.943,7.76775,0,26.875,56.60714286,7,0,Ramona,1
06/15/2016,13,19,21,19,18,70,51,35,51,51.75,7.457,11.807,13.671,10.564,10.87475,0,24.875,52.60714286,8,0,Ramona,1
06/19/2016,17,28,32,32,27.25,60,45,20,32,39.25,1.243,8.7,5.593,4.35,4.9715,0,22.85714286,52.32142857,8,0,Ramona,1
06/23/2016,17,28,32,27,26,67,48,26,49,47.5,4.971,4.35,9.943,10.564,7.457,0,24.21428571,44.64285714,7,0,Ramona,1
06/24/2016,17,27,33,32,27.25,74,57,20,39,47.5,4.971,4.971,9.321,3.728,5.74775,0,24.55357143,42.53571429,7,0,Ramona,1
06/26/2016,20,32,39,36,31.75,58,44,17,34,38.25,2.486,2.486,6.214,5.593,4.19475,0,25.35714286,41.28571429,7,0,Ramona,1
06/28/2016,22,33,39,34,32,57,44,20,38,39.75,0.621,1.864,8.7,6.836,4.50525,0,26.96428571,42.42857143,6,0,Ramona,1
07/02/2016,20,27,31,27,26.25,64,52,33,55,51,6.214,10.564,13.05,8.078,9.4765,0,29,44.64285714,6,0,Ramona,1
07/03/2016,19,27,32,28,26.5,67,49,30,54,50,7.457,10.564,10.564,6.836,8.85525,0,28.94642857,46.32142857,6,0,Ramona,1
07/04/2016,17,24,29,26,24,72,64,39,61,59,6.836,10.564,11.807,8.078,9.32125,0,28.60714286,49.32142857,7,0,Ramona,1
07/10/2016,15,23,29,29,24,72,58,27,39,49,6.836,6.214,8.078,3.728,6.214,0,26.32142857,59,8,0,Ramona,1
07/14/2016,22,33,38,36,32.25,57,34,18,36,36.25,2.486,1.864,3.728,8.7,4.1945,0,25.83928571,48.71428571,8,0,Ramona,1
07/16/2016,17,25,31,28,25.25,76,63,34,56,57.25,7.457,8.7,10.564,9.321,9.0105,0,25.76785714,46.78571429,8,0,Ramona,1
07/17/2016,16,24,28,24,23,80,67,39,62,62,8.7,13.05,13.05,9.943,11.18575,0,25.51785714,48.64285714,8,0,Ramona,1
07/18/2016,15,22,27,25,22.25,81,69,40,56,61.5,8.7,11.185,13.05,11.185,11.03,0,25.39285714,50.89285714,8,0,Ramona,1
07/31/2016,21,28,33,31,28.25,65,54,25,53,49.25,7.457,8.7,13.05,9.943,9.7875,0,29.07142857,40.53571429,7,0,Ramona,1
08/01/2016,17,27,33,29,26.5,78,59,22,52,52.75,7.457,6.214,9.943,10.564,8.5445,0,29.375,41.78571429,6,0,Ramona,1
08/02/2016,16,26,33,31,26.5,80,64,31,46,55.25,5.593,6.836,6.836,4.971,6.059,0,29.55357143,44.32142857,6,0,Ramona,1
08/03/2016,20,31,36,30,29.25,65,56,25,55,50.25,4.35,1.243,7.457,8.7,5.4375,0,29.75,46.5,6,0,Ramona,1
08/04/2016,16,22,28,23,22.25,77,68,40,70,63.75,6.836,9.943,11.185,11.807,9.94275,0,29.5,49.78571429,6,0,Ramona,1
08/06/2016,15,23,30,26,23.5,84,72,36,60,63,3.107,6.214,9.943,9.321,7.14625,0,28.53571429,56.60714286,7,0,Ramona,1
08/07/2016,14,23,32,30,24.75,82,68,33,46,57.25,6.836,4.35,6.214,6.214,5.9035,0,28.03571429,57.75,7,0,Ramona,1
08/09/2016,18,27,34,31,27.5,75,62,22,46,51.25,6.214,1.243,4.971,7.457,4.97125,0,27.41071429,57.14285714,7,0,Ramona,1
08/11/2016,17,27,34,30,27,78,65,28,54,56.25,4.971,5.593,9.321,8.078,6.99075,0,26.625,56.42857143,7,0,Ramona,1
08/13/2016,19,30,37,34,30,65,52,18,32,41.75,2.486,3.728,5.593,6.836,4.66075,0,26.39285714,51.60714286,7,0,Ramona,1
08/17/2016,20,27,35,31,28.25,67,62,27,46,50.5,4.35,4.35,7.457,6.836,5.74825,0,26.625,48.67857143,7,0,Ramona,1
08/18/2016,20,28,34,31,28.25,67,60,25,47,49.75,5.593,5.593,9.321,6.214,6.68025,0,27.05357143,47.75,6,0,Ramona,1
08/21/2016,17,26,31,24,24.5,79,66,34,61,60,6.836,6.836,9.943,8.7,8.07875,0,27.44642857,53.5,6,0,Ramona,1
08/22/2016,17,24,30,24,23.75,80,68,37,64,62.25,6.836,3.107,9.321,8.7,6.991,0,27.26785714,54.78571429,6,0,Ramona,1
08/28/2016,15,23,31,28,24.25,81,68,31,54,58.5,8.7,5.593,6.214,8.7,7.30175,0,25.125,63.28571429,7,0,Ramona,1
08/31/2016,19,26,31,26,25.5,67,60,29,59,53.75,5.593,6.214,8.7,6.214,6.68025,0,24.60714286,59.96428571,7,0,Ramona,1
09/04/2016,16,21,26,26,22.25,71,68,41,53,58.25,7.457,6.836,5.593,5.593,6.36975,0,23.89285714,57.25,7,0,Ramona,1
09/15/2016,14,24,30,26,23.5,78,66,27,51,55.5,3.728,2.486,4.971,4.971,4.039,0,23.58928571,61.35714286,6,0,Ramona,1
09/20/2016,22,27,32,26,26.75,49,49,20,36,38.5,8.7,9.321,11.185,7.457,9.16575,0,24.75,48.5,5,0,Ramona,1
09/23/2016,13,23,28,24,22,81,51,16,44,48,1.864,4.971,11.807,3.107,5.43725,0,23.51785714,46.07142857,6,0,Ramona,1
09/25/2016,17,28,33,28,26.5,79,52,21,48,50,0,1.243,3.107,3.107,2.485666667,0,23.98214286,47.07142857,5,0,Ramona,1
10/03/2016,10,14,18,17,14.75,89,81,58,57,71.25,0,3.107,4.971,5.593,4.557,0,22.78571429,56.42857143,6,0,Ramona,1
10/07/2016,11,23,29,22,21.25,72,50,20,53,48.75,0,4.35,5.593,0.621,3.521333333,0,22.07142857,57.67857143,5,0,Ramona,1
10/10/2016,17,24,28,23,23,51,48,24,62,46.25,3.728,5.593,8.7,7.457,6.3695,0,21.33928571,49.5,5,0,Ramona,1
10/15/2016,15,18,22,17,18,93,88,66,88,83.75,4.35,6.836,11.807,6.214,7.30175,0,19.60714286,63.89285714,6,0,Ramona,1
10/21/2016,12,22,26,19,19.75,95,80,42,76,73.25,0,1.864,1.243,2.486,1.864333333,0,19.44642857,73.17857143,5,0,Ramona,1
10/22/2016,15,18,24,17,18.5,94,90,52,65,75.25,1.864,1.243,4.35,6.836,3.57325,0,19.10714286,71.96428571,5,0,Ramona,1
10/24/2016,16,19,20,18,18.25,85,78,64,77,76,1.243,6.214,8.078,6.214,5.43725,0,18.39285714,69.07142857,6,0,Ramona,1
10/26/2016,20,25,18,15,19.5,100,89,50,82,80.25,0,1.864,3.728,3.107,2.899666667,0,18.30357143,75.73809524,5,0,Ramona,1
10/29/2016,18,22,18,14,18,99,97,71,97,91,1.243,3.107,6.836,1.864,3.2625,0,18.125,84.73809524,4,0,Ramona,1
11/06/2016,15,18,20,13,16.5,96,90,75,99,90,3.728,4.35,4.971,0.621,3.4175,0,16.96428571,84.92857143,4,0,Ramona,1
11/10/2016,12,20,24,17,18.25,99,86,60,92,84.25,0.621,1.243,3.107,0.621,1.398,0,16.94642857,85.82142857,3,0,Ramona,1
11/12/2016,15,22,24,17,19.5,86,82,63,90,80.25,3.107,1.243,2.486,3.728,2.641,0,17.21428571,85.46428571,3,0,Ramona,1
12/04/2016,4,12,14,9,9.75,98,90,65,90,85.75,0.621,1.243,0.621,0.621,0.7765,0,10.66071429,79.35714286,5,0,Ramona,1
12/28/2016,1,10,13,6,7.5,100,84,58,92,83.5,0.621,3.728,1.864,1.243,1.864,0,7.726190476,86.57142857,4,0,Ramona,1
12/29/2016,3,11,14,6,8.5,100,92,66,99,89.25,0,3.107,2.486,0.621,2.071333333,0,7.351190476,87.42857143,4,0,Ramona,1
01/27/2017,6,11,14,8,9.75,90,77,48,87,75.5,3.728,1.864,3.107,0,2.899666667,0,8.607142857,85.39285714,6,0,Ramona,1
01/31/2017,4,12,14,11,10.25,100,95,69,94,89.5,0,0.621,4.35,0,2.4855,0,9.625,84.60714286,6,0,Ramona,1
02/10/2017,13,15,17,13,14.5,98,96,67,88,87.25,4.35,4.971,8.078,5.593,5.748,0,13,94.35714286,6,0,Ramona,1
02/12/2017,10,14,17,11,13,72,66,48,92,69.5,9.321,3.107,2.486,0.621,3.88375,0,13.53571429,88.85714286,7,0,Ramona,1
02/25/2017,6,10,12,8,9,90,77,59,78,76,2.486,2.486,8.078,4.971,4.50525,0,12.19642857,81.60714286,6,0,Ramona,1
03/10/2017,12,19,22,17,17.5,98,84,64,90,84,1.243,1.243,6.836,0.621,2.48575,0,11.85714286,80.07142857,5,0,Ramona,1
03/12/2017,12,20,24,22,19.5,99,77,38,62,69,2.486,4.971,8.078,0.621,4.039,0,13.17857143,79.32142857,4,0,Ramona,1
03/19/2017,13,20,22,18,18.25,91,86,61,78,79,3.728,3.728,4.971,3.728,4.03875,0,16.91071429,74.32142857,3,0,Ramona,1
03/26/2017,10,14,17,15,14,96,81,60,91,82,4.35,6.836,8.7,6.836,6.6805,0,16.5,83.53571429,5,0,Ramona,1
03/31/2017,12,18,22,21,18.25,48,42,28,41,39.75,15.535,22.371,23.614,14.293,18.95325,0,16,64.75,8,0,Ramona,1
04/02/2017,14,22,26,24,21.5,84,71,40,55,62.5,2.486,4.35,11.807,4.971,5.9035,0,16.42857143,57.89285714,8,0,Ramona,1
04/03/2017,13,20,23,21,19.25,62,41,22,51,44,4.971,14.293,16.157,3.107,9.632,0,16.66071429,53.35714286,8,0,Ramona,1
04/09/2017,6,14,16,15,12.75,100,82,55,63,75,0.621,1.243,4.35,4.35,2.641,0,17.125,67.21428571,8,0,Ramona,1
04/14/2017,7,15,18,16,14,98,75,37,51,65.25,0.621,9.321,13.05,6.214,7.3015,0,16.10714286,77.07142857,6,0,Ramona,1
04/21/2017,13,20,26,24,20.75,82,63,32,55,58,5.593,7.457,8.7,5.593,6.83575,0,15.375,76.03571429,5,0,Ramona,1
04/28/2017,15,20,23,21,19.75,57,41,22,34,38.5,10.564,16.157,23.614,14.293,16.157,0,17.16071429,69.25,7,0,Ramona,1
04/29/2017,14,23,27,26,22.5,57,46,20,49,43,9.321,11.185,10.564,4.35,8.855,0,17.64285714,65.82142857,7,0,Ramona,1
04/30/2017,14,25,28,26,23.25,79,54,29,63,56.25,3.107,3.107,6.214,3.107,3.88375,0,18.39285714,63.5,7,0,Ramona,1
05/10/2017,16,18,21,17,18,82,72,55,78,71.75,11.185,16.157,16.157,11.807,13.8265,0,22.875,62.14285714,8,0,Ramona,1
05/13/2017,11,19,22,18,17.5,80,49,25,66,55,1.243,8.078,9.321,8.7,6.8355,0,22.26785714,59.10714286,8,0,Ramona,1
05/20/2017,18,29,34,32,28.25,74,48,21,41,46,0.621,3.107,4.35,6.214,3.573,0,20.875,56.46428571,7,0,Ramona,1
05/21/2017,18,31,35,34,29.5,71,47,23,44,46.25,1.243,3.728,6.836,3.728,3.88375,0,21.55357143,54.53571429,7,0,Ramona,1
05/22/2017,19,31,37,34,30.25,70,55,22,44,47.75,1.243,2.486,4.971,5.593,3.57325,0,22.03571429,52.21428571,7,0,Ramona,1
05/23/2017,19,31,37,29,29,74,55,28,59,54,1.864,3.728,6.836,7.457,4.97125,0,22.32142857,49.60714286,7,0,Ramona,1
05/24/2017,17,22,25,19,20.75,79,75,50,76,70,6.214,9.321,10.564,12.428,9.63175,0,22.51785714,51.28571429,6,0,Ramona,1
05/28/2017,27,24,14,22,21.75,0,88,45,0,66.5,0,6.214,6.836,0,6.525,0,23.03571429,64.28571429,7,0,Ramona,1
06/04/2017,16,25,30,25,24,76,62,30,47,53.75,4.35,7.457,10.564,6.214,7.14625,0,24,60.32142857,8,0,Ramona,1
06/10/2017,13,21,24,22,20,82,57,34,60,58.25,3.728,3.107,10.564,11.807,7.3015,0,22.375,59.89285714,7,0,Ramona,1
06/12/2017,11,19,24,22,19,86,71,39,57,63.25,4.35,8.078,5.593,7.457,6.3695,0,22.08928571,63.60714286,6,0,Ramona,1
06/16/2017,21,32,37,36,31.5,76,52,26,54,52,2.486,8.7,8.7,3.728,5.9035,0,23.32142857,57.39285714,6,0,Ramona,1
